date	piezo	pluie	etp	debit
20/10/2005	235.94	9.7	0.8	0.1
21/10/2005	235.98	9.8	1.1	0.1
22/10/2005	235.94	21	0.6	0.16
23/10/2005	235.83	2.2	0.7	0.13
24/10/2005	235.86	18.4	0.2	0.11
25/10/2005	235.88	0.6	1.3	0.18
26/10/2005	235.84	1	0.5	0.13
27/10/2005	235.88	2.8	1.7	0.1
28/10/2005	235.83	7.6	1.3	0.1
29/10/2005	235.84	1.6	0.9	0.09
30/10/2005	235.84	6.6	1.1	0.1
31/10/2005	235.81	5.8	1.2	0.11
01/11/2005	235.73	22.8	0.6	0.1
02/11/2005	235.78	28.8	0	0.42
03/11/2005	235.76	10.6	0.7	0.39
04/11/2005	235.71	0	0.8	0.25
05/11/2005	235.72	0	0.5	0.18
06/11/2005	235.87	18.4	0.3	0.22
07/11/2005	235.93	0.2	0.5	0.27
08/11/2005	236.12	11.4	1.1	0.18
09/11/2005	236.14	0	0.9	0.21
10/11/2005	236.43	0	0.3	0.14
11/11/2005	236.79	8	0.9	0.14
12/11/2005	236.99	0	0.7	0.17
13/11/2005	237.03	0	0.8	0.16
14/11/2005	237.21	0	1.2	0.15
15/11/2005	237.48	1.2	0.1	0.15
16/11/2005	237.61	0	0.7	0.15
17/11/2005	237.71	0	0.9	0.14
18/11/2005	237.78	0	0.8	0.13
19/11/2005	237.85	0	1.2	0.12
20/11/2005	237.92	0	1.6	0.12
21/11/2005	238	0	1.4	0.11
22/11/2005	238.08	0	1	0.11
23/11/2005	238.12	0	0.8	0.11
24/11/2005	238.25	2.8	0.2	0.12
25/11/2005	238.43	6.6	0.2	0.14
26/11/2005	238.4	2.2	0	0.16
27/11/2005	238.35	2.2	0.5	0.19
28/11/2005	238.36	14.4	0.6	0.24
29/11/2005	238.32	3.8	0.5	0.38
30/11/2005	238.37	7.6	0	0.31
01/12/2005	238.61	49.8	0.1	0.44
02/12/2005	239.49	15.4	0.6	1.37
03/12/2005	240.66	16.8	0.7	1.07
04/12/2005	242.32	4.4	0.2	0.98
05/12/2005	243.68	6	0.4	0.76
06/12/2005	244.41	2.6	0.3	0.94
07/12/2005	244.88	8.8	0.2	0.82
08/12/2005	245.13	0	0.7	0.84
09/12/2005	245.17	0	0.8	0.69
10/12/2005	245.17	0	0.1	0.6
11/12/2005	245.09	0	0.5	0.55
12/12/2005	244.97	0.8	0	0.52
13/12/2005	244.79	0.2	0.4	0.5
14/12/2005	244.64	0	0.4	0.47
15/12/2005	244.47	0	0.3	0.46
16/12/2005	244.34	0.8	0.3	0.44
17/12/2005	244.16	0.6	0.6	0.42
18/12/2005	243.98	0.6	0.6	0.41
19/12/2005	243.82	0.2	0.3	0.39
20/12/2005	243.64	0	0.1	0.36
21/12/2005	243.47	0	0.1	0.34
22/12/2005	243.34	0	0.7	0.33
23/12/2005	243.24	0	0.4	0.32
24/12/2005	243.14	0	0.4	0.3
25/12/2005	243.05	0	0.8	0.31
26/12/2005	242.96	0.2	0.3	0.3
27/12/2005	242.88	1.2	0.4	0.3
28/12/2005	242.82	6	0.2	0.29
29/12/2005	242.81	5	0.1	0.27
30/12/2005	242.8	7	0	0.5
31/12/2005	242.74	8.4	0.4	0.62
01/01/2006	242.66	8	0.1	0.75
02/01/2006	242.58	0.2	0.5	0.66
03/01/2006	242.61	2.2	0.1	0.48
04/01/2006	242.74	2	0.1	0.45
05/01/2006	242.82	0	0.3	0.43
06/01/2006	242.92	0	0.5	0.39
07/01/2006	242.99	0	0	0.35
08/01/2006	243.05	0	0	0.34
09/01/2006	243.07	0	0.2	0.34
10/01/2006	243.05	0.6	0.1	0.33
11/01/2006	243.04	4	0.3	0.35
12/01/2006	243	0.2	0.1	0.36
13/01/2006	242.99	0.4	0.2	0.35
14/01/2006	242.94	4	0.2	0.35
15/01/2006	242.92	5	0.1	0.37
16/01/2006	242.88	7.2	0.5	0.39
17/01/2006	242.86	3.6	0.1	0.49
18/01/2006	242.81	1	0.1	0.44
19/01/2006	242.87	0.4	0.2	0.38
20/01/2006	242.97	2.8	0.2	0.37
21/01/2006	243.04	0	0.5	0.35
22/01/2006	243.1	0	0.4	0.32
23/01/2006	243.16	0	0.4	0.3
24/01/2006	243.2	0	0.6	0.29
25/01/2006	243.2	0	0.4	0.28
26/01/2006	243.17	0.6	0.7	0.28
27/01/2006	243.12	1	0.5	0.29
28/01/2006	243.09	12	0.1	0.3
29/01/2006	243	0	0.6	0.48
30/01/2006	242.92	0	1.2	0.45
31/01/2006	242.87	0	0.5	0.36
01/02/2006	242.84	0	0.4	0.32
02/02/2006	242.83	0	0.1	0.3
03/02/2006	242.82	0	0.5	0.29
04/02/2006	242.81	0	0.4	0.27
05/02/2006	242.81	0	0.6	0.27
06/02/2006	242.8	0	0	0.25
07/02/2006	242.8	0	0.5	0.26
08/02/2006	242.8	2	1	0.28
09/02/2006	242.75	0.2	0.8	0.28
10/02/2006	242.69	0	0.9	0.26
11/02/2006	242.63	0	0.9	0.25
12/02/2006	242.56	0	1	0.24
13/02/2006	242.52	0.4	0.9	0.24
14/02/2006	242.46	11.8	1.2	0.25
15/02/2006	242.41	13.6	0.5	0.43
16/02/2006	242.33	8.2	0.4	0.68
17/02/2006	242.24	7.8	1.2	0.5
18/02/2006	242.19	11	1	0.49
19/02/2006	242.3	5.6	0.4	0.76
20/02/2006	242.61	5.6	0.4	0.84
21/02/2006	242.99	8.2	0.7	0.8
22/02/2006	243.54	0.2	0.2	0.73
23/02/2006	243.97	3.6	0.6	0.58
24/02/2006	244.38	3.4	0.5	0.58
25/02/2006	244.54	1	0.3	0.59
26/02/2006	244.56	0	1	0.57
27/02/2006	244.52	0	1	0.53
28/02/2006	244.51	1.8	1.4	0.55
01/03/2006	244.45	3.4	0.7	0.53
02/03/2006	244.37	11.4	0.6	0.54
03/03/2006	244.31	9.4	0.4	0.92
04/03/2006	244.24	1	0.4	0.73
05/03/2006	244.19	4.6	0.9	0.67
06/03/2006	244.21	1.6	1.2	0.75
07/03/2006	244.4	13	0.1	0.92
08/03/2006	244.63	5.2	0.9	1.13
09/03/2006	244.94	7	1.6	0.96
10/03/2006	245.16	4.4	0.7	0.87
11/03/2006	245.22	1.4	1.4	0.82
12/03/2006	245.21	1.6	0.2	0.76
13/03/2006	245.17	0	2.1	0.72
14/03/2006	245.1	0	2.1	0.66
15/03/2006	244.97	0	2.4	0.64
16/03/2006	244.8	0	1.7	0.61
17/03/2006	244.65	0	1.7	0.59
18/03/2006	244.51	0	1.7	0.58
19/03/2006	244.35	0.8	1.8	0.56
20/03/2006	244.18	10	2.1	0.56
21/03/2006	244.01	11.8	0.1	0.78
22/03/2006	243.85	0.4	0.2	0.86
23/03/2006	243.77	17.8	0.3	0.68
24/03/2006	243.82	4.2	0.9	1.01
25/03/2006	243.94	30	0.1	0.9
26/03/2006	244.36	11.2	1	1.42
27/03/2006	245.29	1.8	2.2	1.17
28/03/2006	245.93	4.8	1.7	0.95
29/03/2006	245.96	14.6	0.5	0.98
30/03/2006	245.86	9.6	0.5	1.43
31/03/2006	245.98	7	1.6	1.21
01/04/2006	246.11	5.6	2.7	0.99
02/04/2006	246.03	0	2.3	0.94
03/04/2006	245.84	0	2.9	0.86
04/04/2006	245.69	0	2.1	0.8
05/04/2006	245.47	0.2	2.2	0.76
06/04/2006	245.23	0	2.7	0.72
07/04/2006	245.01	0	2.5	0.69
08/04/2006	244.81	1.2	1.3	0.68
09/04/2006	244.58	0.2	2.2	0.68
10/04/2006	244.35	0.6	1.5	0.64
11/04/2006	244.13	0.8	1.7	0.58
12/04/2006	243.95	0.2	2.5	0.55
13/04/2006	243.77	0.6	1.3	0.52
14/04/2006	243.62	0.8	1.4	0.51
15/04/2006	243.5	12.6	0.5	0.64
16/04/2006	243.28	0.6	1	0.64
17/04/2006	243.15	0	2.3	0.55
18/04/2006	243.04	0	1.9	0.49
19/04/2006	242.95	0.6	1.7	0.46
20/04/2006	242.86	4.2	0.7	0.45
21/04/2006	242.82	0.2	2.4	0.46
22/04/2006	242.8	0	3.4	0.42
23/04/2006	242.77	11	1	0.42
24/04/2006	242.72	0	2	0.46
25/04/2006	242.65	0	1.2	0.4
26/04/2006	242.58	1.2	1	0.38
27/04/2006	242.51	0	2.7	0.39
28/04/2006	242.41	0	2.9	0.34
29/04/2006	242.32	0	2.4	0.32
30/04/2006	242.24	2.6	1.7	0.31
01/05/2006	242.14	5.2	2.2	0.35
02/05/2006	242.01	0	1.2	0.35
03/05/2006	241.86	0	3.6	0.32
04/05/2006	241.75	0	2.1	0.29
05/05/2006	241.6	0.2	3.3	0.27
06/05/2006	241.52	0	3.2	0.26
07/05/2006	241.45	7.2	1.9	0.26
08/05/2006	241.37	2.2	2.2	0.32
09/05/2006	241.26	0	2.7	0.32
10/05/2006	241.21	0	1.9	0.28
11/05/2006	9999	0	3.6	0.26
12/05/2006	9999	0.2	3.7	0.41
13/05/2006	9999	0.2	2.9	0.89
14/05/2006	9999	0	2.8	0.46
15/05/2006	9999	1.2	1.1	0.34
16/05/2006	9999	0	2.4	0.31
17/05/2006	9999	1	1.9	0.26
18/05/2006	9999	4.4	2.9	0.23
19/05/2006	9999	20.6	1.6	0.25
20/05/2006	9999	1.2	3	0.49
21/05/2006	9999	19.2	2.1	0.49
22/05/2006	9999	7.4	1.9	0.57
23/05/2006	9999	1.8	2.6	0.48
24/05/2006	9999	6.8	2.4	0.38
25/05/2006	9999	0.4	0.9	0.4
26/05/2006	9999	0.4	2.2	0.34
27/05/2006	9999	0.2	2.8	0.3
28/05/2006	9999	0.2	2	0.28
29/05/2006	9999	0	3.8	0.26
30/05/2006	9999	0	3.6	0.23
31/05/2006	9999	0	3.6	0.22
01/06/2006	9999	0	3.7	0.2
02/06/2006	9999	0	3.8	0.19
03/06/2006	9999	0	4.3	0.19
04/06/2006	9999	0	4.7	0.18
05/06/2006	9999	0	4.8	0.17
06/06/2006	9999	0.2	4.2	0.16
07/06/2006	9999	0	4.2	0.15
08/06/2006	9999	0	5.7	0.14
09/06/2006	9999	0	6.8	0.13
10/06/2006	9999	0.4	5	0.13
11/06/2006	9999	0.2	2.4	0.13
12/06/2006	9999	1.6	2.8	0.14
13/06/2006	9999	3	2.6	0.14
14/06/2006	9999	0	3	0.14
15/06/2006	9999	0.2	2.2	0.14
16/06/2006	9999	0	4.7	0.14
17/06/2006	9999	0	4.3	0.12
18/06/2006	9999	0	5.2	0.11
19/06/2006	9999	0.8	2.2	0.11
20/06/2006	9999	0.8	2.6	0.11
21/06/2006	9999	1.8	2.8	0.11
22/06/2006	9999	0	4.2	0.11
23/06/2006	9999	0	3.7	0.1
24/06/2006	9999	0	4.3	0.1
25/06/2006	9999	0	4.2	0.09
26/06/2006	9999	0.2	3	0.11
27/06/2006	9999	0	3.6	0.13
28/06/2006	9999	0	4.1	0.1
29/06/2006	9999	0	4.5	0.09
30/06/2006	9999	0	4.8	0.09
01/07/2006	9999	0	5.4	0.08
02/07/2006	9999	0	7	0.07
03/07/2006	9999	0.2	4.6	0.07
04/07/2006	9999	8.8	4.2	0.07
05/07/2006	9999	1.9	2.9	0.09
06/07/2006	9999	2	3.1	0.11
07/07/2006	9999	6	1.6	0.09
08/07/2006	9999	0.6	4.4	0.11
09/07/2006	9999	0.6	3.7	0.09
10/07/2006	9999	0	3.7	0.08
11/07/2006	9999	0	4.8	0.08
12/07/2006	9999	0	4.5	0.07
13/07/2006	9999	0.2	3.9	0.07
14/07/2006	9999	0	3.7	0.07
15/07/2006	9999	0	5.1	0.06
16/07/2006	9999	0	6.3	0.06
17/07/2006	238.15	0	6.3	0.06
18/07/2006	238.14	0	7.5	0.05
19/07/2006	238.11	1.2	3.4	0.05
20/07/2006	238.05	0	4.7	0.05
21/07/2006	238.01	0	4.5	0.05
22/07/2006	237.99	1	5	0.05
23/07/2006	237.94	0.4	5.1	0.05
24/07/2006	237.93	0	5.5	0.04
25/07/2006	237.91	1.2	3.8	0.04
26/07/2006	237.88	0	4.7	0.05
27/07/2006	237.85	0.2	5	0.04
28/07/2006	237.83	0.2	4.5	0.04
29/07/2006	237.85	6.4	1.4	0.05
30/07/2006	237.79	0	3.8	0.05
31/07/2006	237.76	3.2	3	0.04
01/08/2006	237.73	2.2	2.6	0.05
02/08/2006	237.72	0.6	1.8	0.06
03/08/2006	237.66	0	2.1	0.06
04/08/2006	237.62	0.2	4.7	0.05
05/08/2006	237.58	0	2.6	0.05
06/08/2006	237.55	0.6	4.2	0.05
07/08/2006	237.54	0	2.9	0.05
08/08/2006	237.5	0	5.3	0.05
09/08/2006	237.48	0.2	2.8	0.05
10/08/2006	237.43	0.2	4.1	0.04
11/08/2006	237.42	0	3.4	0.04
12/08/2006	237.39	0.2	3.8	0.04
13/08/2006	237.38	0.2	3.1	0.04
14/08/2006	237.35	0.2	3.5	0.04
15/08/2006	237.33	1.6	3	0.04
16/08/2006	237.36	11.4	1.1	0.04
17/08/2006	237.31	12	2.6	0.05
18/08/2006	237.2	1.6	3.7	0.07
19/08/2006	237.14	2.2	3	0.07
20/08/2006	237.07	1.2	3.8	0.07
21/08/2006	237.08	1	2.6	0.06
22/08/2006	237.07	0	2.2	0.05
23/08/2006	237.09	8.4	2.1	0.06
24/08/2006	237.06	1.2	3.6	0.09
25/08/2006	237.05	3.8	1.2	0.07
26/08/2006	236.97	0.8	3.2	0.07
27/08/2006	236.93	3.4	3.1	0.06
28/08/2006	236.94	9.2	2.9	0.06
29/08/2006	236.93	4.4	2.8	0.06
30/08/2006	236.82	0	2.9	0.06
31/08/2006	236.82	0	3.5	0.05
01/09/2006	236.84	0	3.4	0.05
02/09/2006	236.82	2.6	1.2	0.05
03/09/2006	236.75	2	0.7	0.05
04/09/2006	236.68	0.2	2.7	0.05
05/09/2006	236.69	0.2	3.5	0.05
06/09/2006	236.71	0	3.6	0.04
07/09/2006	236.66	0	2.9	0.04
08/09/2006	236.6	0	3.9	0.04
09/09/2006	236.61	0	3.9	0.04
10/09/2006	236.58	0	3.8	0.03
11/09/2006	236.56	0.8	2.2	0.03
12/09/2006	236.54	0.2	2.6	0.03
13/09/2006	236.55	3.8	1.4	0.03
14/09/2006	236.52	5.4	1.6	0.04
15/09/2006	236.45	0.2	0.8	0.04
16/09/2006	236.41	0.2	2.3	0.04
17/09/2006	236.39	0	1.8	0.04
18/09/2006	236.37	1.4	2.2	0.04
19/09/2006	236.34	0	2.3	0.04
20/09/2006	236.37	0	2.6	0.04
21/09/2006	236.42	1.4	3.3	0.04
22/09/2006	236.33	2.4	2.2	0.04
23/09/2006	236.3	4	2.6	0.04
24/09/2006	236.29	3.2	1.9	0.04
25/09/2006	236.19	1	1.7	0.03
26/09/2006	236.14	0.2	1.8	0.03
27/09/2006	236.19	1.4	1.3	0.03
28/09/2006	236.2	7	1.7	0.03
29/09/2006	236.2	2.2	2.1	0.03
30/09/2006	236.16	4.4	1.5	0.04
01/10/2006	236.13	8.6	2.1	0.07
02/10/2006	236.1	5.6	1.7	0.09
03/10/2006	236.08	0.8	1.9	0.08
04/10/2006	236.02	2.2	1.5	0.06
05/10/2006	235.99	6.6	0.7	0.05
06/10/2006	236.06	8.6	1.3	0.05
07/10/2006	235.95	0	1.8	0.07
08/10/2006	235.99	8	1	0.06
09/10/2006	235.97	0.2	1.3	0.05
10/10/2006	235.96	4.8	1.4	0.04
11/10/2006	235.99	6.4	1.1	0.04
12/10/2006	235.85	0.6	1.4	0.04
13/10/2006	235.84	0	1.4	0.04
14/10/2006	235.88	0	1.6	0.04
15/10/2006	235.9	0	1.2	0.04
16/10/2006	235.91	0	1.7	0.04
17/10/2006	235.91	17.8	1.1	0.08
18/10/2006	235.92	3.2	1.4	0.09
19/10/2006	235.94	16.2	0.9	0.09
20/10/2006	235.84	6	0.9	0.13
21/10/2006	235.78	5.8	1.4	0.12
22/10/2006	235.82	18.6	0.2	0.15
23/10/2006	235.81	24.8	0.7	0.22
24/10/2006	235.67	3	1.3	0.33
25/10/2006	235.76	4.4	1	0.23
26/10/2006	235.72	0.4	1.2	0.16
27/10/2006	235.67	0.2	0.9	0.12
28/10/2006	235.77	0	1.4	0.1
29/10/2006	235.87	0	0.4	0.09
30/10/2006	235.97	0.2	0.5	0.08
31/10/2006	236.04	0	1.1	0.08
01/11/2006	235.98	0	1.3	0.08
02/11/2006	235.99	0	1	0.07
03/11/2006	236.05	0	0.9	0.07
04/11/2006	236.06	0	1	0.06
05/11/2006	236.1	0	1.3	0.06
06/11/2006	236.14	0	1.4	0.06
07/11/2006	236.18	0.4	0.6	0.05
08/11/2006	236.12	0	0.3	0.05
09/11/2006	236.11	0	0.6	0.05
10/11/2006	236.15	3.2	0.5	0.05
11/11/2006	236.18	1.4	0.4	0.05
12/11/2006	236.16	0	0.9	0.06
13/11/2006	236.22	0.4	0.3	0.06
14/11/2006	236.21	2.8	0.9	0.06
15/11/2006	236.24	8.8	0.8	0.06
16/11/2006	236.22	11.2	0.7	0.11
17/11/2006	236.16	14.8	0.3	0.24
18/11/2006	236.05	0	0.4	0.47
19/11/2006	236.05	6.4	1	0.23
20/11/2006	236.21	26.8	0.1	0.43
21/11/2006	236.43	8.2	0.6	0.45
22/11/2006	236.74	8.2	0.1	0.36
23/11/2006	237.32	2	0.6	0.46
24/11/2006	238.02	16.6	0.2	0.32
25/11/2006	238.45	3.4	0.8	0.29
26/11/2006	239.24	5.8	0.7	0.25
27/11/2006	239.94	15.2	1.1	0.23
28/11/2006	240.51	4.4	0.7	0.45
29/11/2006	241.39	0	0.7	0.37
30/11/2006	242.83	4	0.9	0.27
01/12/2006	243.33	21.6	0	0.27
02/12/2006	243.79	7.6	0.7	0.46
03/12/2006	244.42	20.6	1.2	0.49
04/12/2006	245.05	9.4	0	0.56
05/12/2006	245.69	9	0.7	0.62
06/12/2006	246.01	17.4	1.3	0.6
07/12/2006	246.11	28.8	0.7	0.77
08/12/2006	246.42	7.2	0.8	1.16
09/12/2006	246.64	3.8	0.8	1.26
10/12/2006	246.56	3.8	0.3	1.01
11/12/2006	246.34	17.4	0.4	0.87
12/12/2006	246.19	0	0.6	1.15
13/12/2006	246.24	0	0.8	0.84
14/12/2006	246.03	0	1.1	0.69
15/12/2006	245.77	9.4	0.9	0.63
16/12/2006	245.46	1.2	0.5	0.67
17/12/2006	245.23	1.2	0.5	0.64
18/12/2006	245.1	0	0.7	0.6
19/12/2006	244.91	0	0.5	0.54
20/12/2006	244.71	0	0.9	0.49
21/12/2006	244.54	0	0.6	0.45
22/12/2006	244.38	0	0.7	0.43
23/12/2006	244.24	0	0.3	0.41
24/12/2006	244.09	0	0.3	0.39
25/12/2006	243.93	0	0.2	0.37
26/12/2006	243.79	0	0.1	0.36
27/12/2006	243.64	0	0	0.36
28/12/2006	243.51	0	0.3	0.36
29/12/2006	243.42	30	0	0.36
30/12/2006	243.31	7.8	0.7	0.79
31/12/2006	243.37	16.8	0.4	0.89
01/01/2007	243.81	4	0.9	0.92
02/01/2007	244.36	0.2	0.8	0.79
03/01/2007	244.8	4.8	0.4	0.64
04/01/2007	245.02	0.4	0.6	0.61
05/01/2007	245.01	5.6	0	0.58
06/01/2007	244.96	3.6	0.4	0.63
07/01/2007	244.87	10	0.4	0.6
08/01/2007	244.86	7	0.2	0.84
09/01/2007	244.84	4.2	0.9	0.79
10/01/2007	244.91	4.8	0.7	0.77
11/01/2007	244.96	3	0	0.72
12/01/2007	244.97	1.2	0.2	0.68
13/01/2007	244.97	2.8	0.5	0.64
14/01/2007	244.85	0	0.6	0.62
15/01/2007	244.77	0.4	0.2	0.59
16/01/2007	244.67	4.4	0.5	0.58
17/01/2007	244.55	22.6	0.4	0.79
18/01/2007	244.49	9.6	0.1	1.25
19/01/2007	244.67	2.2	0.5	1.2
20/01/2007	245.05	4.2	0.9	0.98
21/01/2007	245.24	2.6	1	0.88
22/01/2007	245.29	0.6	0.7	0.8
23/01/2007	245.16	0.8	1.1	0.91
24/01/2007	245.04	6	0.4	0.99
25/01/2007	244.81	0	0.8	1.05
26/01/2007	244.61	0.2	0.3	0.91
27/01/2007	244.43	0	0	0.8
28/01/2007	244.27	0	0.7	0.76
29/01/2007	244.15	0	0.6	0.72
30/01/2007	244.01	0	0.8	0.69
31/01/2007	243.86	0	0.4	0.66
01/02/2007	243.69	2.4	0.2	0.62
02/02/2007	243.54	0.2	0.3	0.6
03/02/2007	243.38	0	1.1	0.58
04/02/2007	243.29	0	1	0.55
05/02/2007	243.2	0	0.7	0.53
06/02/2007	243.14	2.8	0.5	0.52
07/02/2007	243.05	8.2	0.9	0.55
08/02/2007	242.97	10	0.7	0.66
09/02/2007	242.84	12.6	0.8	0.71
10/02/2007	242.79	12.4	0.6	0.84
11/02/2007	242.8	10	1.3	1.05
12/02/2007	243.05	9.6	1.2	1.19
13/02/2007	243.55	28.6	1	1.24
14/02/2007	244.08	4	0.9	1.61
15/02/2007	244.94	0	1.1	1.41
16/02/2007	245.63	0.6	1.6	0.98
17/02/2007	245.69	0	2	0.89
18/02/2007	245.46	0	0.9	0.81
19/02/2007	245.29	2.2	0.7	0.77
20/02/2007	245.1	1.8	0.8	0.75
21/02/2007	244.87	4.4	1.1	0.72
22/02/2007	244.69	17.4	1.3	0.71
23/02/2007	244.52	16.4	0.9	0.91
24/02/2007	244.49	7.2	0.9	1.11
25/02/2007	244.73	10.6	1.1	1.09
26/02/2007	244.99	2	0.9	1.06
27/02/2007	245.31	3.4	0.2	0.88
28/02/2007	245.47	16.6	1.6	0.96
01/03/2007	245.43	0	1.5	1.28
02/03/2007	245.45	9.8	0.2	1.16
03/03/2007	245.45	4	1.6	1.1
04/03/2007	245.52	8.4	0.9	0.99
05/03/2007	245.42	27	1	1.06
06/03/2007	245.5	6.6	1	1.52
07/03/2007	246.06	4.8	1	1.63
08/03/2007	246.17	3.2	1.8	1.15
09/03/2007	246.07	0.4	1.8	1.01
10/03/2007	245.82	0	1.6	0.93
11/03/2007	245.61	0	2	0.87
12/03/2007	245.37	0	1.9	0.82
13/03/2007	245.09	0	1.9	0.77
14/03/2007	244.83	0	1.9	0.71
15/03/2007	244.62	0	1.7	0.67
16/03/2007	244.39	0	1.3	0.63
17/03/2007	244.17	0.2	1.6	0.6
18/03/2007	244.02	9.4	1.6	0.61
19/03/2007	243.87	5.4	1.5	0.75
20/03/2007	243.64	1.4	1.7	0.76
21/03/2007	243.41	0	1.8	0.66
22/03/2007	243.27	4.6	0.5	0.57
23/03/2007	243.16	1	0.7	0.58
24/03/2007	243.06	0.8	1.5	0.55
25/03/2007	242.98	1.2	0.7	0.55
26/03/2007	242.88	0.2	1.4	0.56
27/03/2007	242.8	0	2.4	0.51
28/03/2007	242.79	4.4	1.9	0.47
29/03/2007	242.78	3.6	1.9	0.45
30/03/2007	242.76	4.8	1.7	0.51
31/03/2007	242.7	8.8	0.5	0.7
01/04/2007	242.63	3	1.4	0.98
02/04/2007	242.58	0	2.6	0.82
03/04/2007	242.57	0	2	0.61
04/04/2007	242.56	0	2.6	0.52
05/04/2007	242.56	0	2.4	0.5
06/04/2007	242.55	0	2.7	0.49
07/04/2007	242.53	0	2.9	0.47
08/04/2007	242.51	0	2.6	0.45
09/04/2007	242.48	0	2.8	0.43
10/04/2007	242.4	0	2.8	0.42
11/04/2007	242.31	0	3.1	0.41
12/04/2007	242.22	3	1.8	0.4
13/04/2007	242.1	5.6	0.7	0.42
14/04/2007	241.96	0.6	1.7	0.44
15/04/2007	241.82	0	2.3	0.42
16/04/2007	241.69	0.2	3.1	0.39
17/04/2007	241.58	0.2	2.6	0.37
18/04/2007	241.48	0	3.1	0.34
19/04/2007	241.39	0	3.5	0.32
20/04/2007	241.28	0	3.3	0.3
21/04/2007	241.2	0	3.8	0.28
22/04/2007	241.07	0	4.2	0.26
23/04/2007	240.95	0	4.2	0.25
24/04/2007	240.88	2.6	3.4	0.24
25/04/2007	240.76	0	2.6	0.24
26/04/2007	240.65	18.6	1.5	0.37
27/04/2007	240.55	1.8	2.9	0.51
28/04/2007	240.45	7.2	2.8	0.36
29/04/2007	240.36	0	3.5	0.28
30/04/2007	240.3	11.6	3.4	0.26
01/05/2007	240.23	1.8	1.6	0.74
02/05/2007	240.15	0.2	3.5	0.67
03/05/2007	240.07	0	2.5	0.47
04/05/2007	239.99	0	2.5	0.34
05/05/2007	239.91	0	3.1	0.27
06/05/2007	239.84	0.2	1.5	0.23
07/05/2007	239.79	7.2	1.2	0.21
08/05/2007	239.74	8	1.7	0.22
09/05/2007	239.69	0.4	3	0.24
10/05/2007	239.67	3	2.2	0.23
11/05/2007	239.63	8	1.5	0.21
12/05/2007	239.6	6.2	3	0.22
13/05/2007	239.59	31.4	1.7	0.34
14/05/2007	239.54	1.6	2.4	0.58
15/05/2007	239.51	5.8	0.6	0.5
16/05/2007	239.59	2	1.4	0.39
17/05/2007	239.76	0.2	3.7	0.37
18/05/2007	239.96	0	3.4	0.31
19/05/2007	240.13	0	3.1	0.25
20/05/2007	240.28	7.6	1.9	0.23
21/05/2007	240.37	2	0.5	0.27
22/05/2007	240.39	0	4.1	0.3
23/05/2007	240.43	0	3.8	0.23
24/05/2007	240.49	0	4.1	0.21
25/05/2007	240.54	0.2	2.7	0.19
26/05/2007	240.57	6.8	3.6	0.19
27/05/2007	240.62	18.2	1.5	0.27
28/05/2007	240.57	0.2	3.6	0.74
29/05/2007	240.53	3.4	3.2	0.42
30/05/2007	240.54	9.6	2.5	0.33
31/05/2007	240.52	7	2	0.47
01/06/2007	240.48	0	2.6	0.44
02/06/2007	240.47	0	3.1	0.32
03/06/2007	240.5	12.2	2.9	0.26
04/06/2007	240.53	0	2.5	0.47
05/06/2007	240.57	0	3.2	0.36
06/06/2007	240.61	0	2.1	0.3
07/06/2007	240.64	0	3.5	0.27
08/06/2007	240.65	0.2	4.8	0.23
09/06/2007	240.66	0.2	4.6	0.2
10/06/2007	240.67	12	1.7	0.2
11/06/2007	240.65	0	3.3	0.24
12/06/2007	240.63	0	3.6	0.21
13/06/2007	240.61	9.8	2	0.21
14/06/2007	240.6	23.4	3.2	0.27
15/06/2007	240.57	9.4	3.1	0.57
16/06/2007	240.54	9	1.8	0.84
17/06/2007	240.61	7.6	0.9	0.73
18/06/2007	240.82	0	3.9	0.57
19/06/2007	241.12	6.2	3.5	0.51
20/06/2007	241.52	1.8	3.8	0.45
21/06/2007	242.18	17.2	2	0.41
22/06/2007	242.65	4.4	2.5	0.49
23/06/2007	242.88	1.6	3.1	0.43
24/06/2007	243.16	16.4	0.9	0.69
25/06/2007	243.49	7.2	2.1	1.03
26/06/2007	243.82	0	2.9	0.87
27/06/2007	244.16	1	2.2	0.64
28/06/2007	244.34	0.2	2.7	0.57
29/06/2007	244.38	1.6	2.8	0.52
30/06/2007	244.32	7	1.1	0.52
01/07/2007	244.23	7	2	0.6
02/07/2007	244.08	16.2	2.3	0.6
03/07/2007	243.97	2	3.4	0.73
04/07/2007	243.9	4.4	3	0.59
05/07/2007	243.95	2.8	1.1	0.53
06/07/2007	244.02	0	4	0.5
07/07/2007	244.03	0	2.5	0.47
08/07/2007	243.98	2.2	3.6	0.46
09/07/2007	243.88	5.8	3.2	0.44
10/07/2007	243.76	0	2.9	0.51
11/07/2007	243.61	0.4	3.9	0.46
12/07/2007	243.44	0.6	1.2	0.41
13/07/2007	243.32	1.4	4.4	0.4
14/07/2007	243.16	0.2	2.4	0.35
15/07/2007	243.06	2	3.1	0.33
16/07/2007	242.92	0.2	3	0.33
17/07/2007	242.79	1	3.4	0.32
18/07/2007	242.77	0.4	3.5	0.38
19/07/2007	242.7	11.6	2.7	1.06
20/07/2007	242.6	0.2	3.2	1.89
21/07/2007	242.51	4.6	2.8	0.76
22/07/2007	242.4	9	3.4	0.62
23/07/2007	242.31	6	2.2	0.53
